report_begin_date,report_end_date,published_date,group,category,description,commodity,class,volume,unit,Year,IndexbyYear,report_date
"11/03/2024","11/09/2024","11/21/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",62782,"Head",2024,45,2024-11-04 00:00:00.000
"11/03/2024","11/09/2024","11/21/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5283,"Head",2024,45,2024-11-04 00:00:00.000
"10/27/2024","11/02/2024","11/14/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",62673,"Head",2024,44,2024-10-28 00:00:00.000
"10/27/2024","11/02/2024","11/14/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,44,2024-10-28 00:00:00.000
"10/27/2024","11/02/2024","11/14/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.4,"Pct",2024,44,2024-10-28 00:00:00.000
"10/27/2024","11/02/2024","11/14/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5257,"Head",2024,44,2024-10-28 00:00:00.000
"10/27/2024","11/02/2024","11/14/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.4,"Pct",2024,44,2024-10-28 00:00:00.000
"10/27/2024","11/02/2024","11/14/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2584686,"Head",2024,44,2024-10-28 00:00:00.000
"10/20/2024","10/26/2024","11/07/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",6148,"Head",2024,43,2024-10-21 00:00:00.000
"10/20/2024","10/26/2024","11/07/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.5,"Pct",2024,43,2024-10-21 00:00:00.000
"10/20/2024","10/26/2024","11/07/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2525752,"Head",2024,43,2024-10-21 00:00:00.000
"10/20/2024","10/26/2024","11/07/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,43,2024-10-21 00:00:00.000
"10/20/2024","10/26/2024","11/07/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",59399,"Head",2024,43,2024-10-21 00:00:00.000
"10/20/2024","10/26/2024","11/07/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.3,"Pct",2024,43,2024-10-21 00:00:00.000
"10/13/2024","10/19/2024","10/31/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",60478,"Head",2024,42,2024-10-14 00:00:00.000
"10/13/2024","10/19/2024","10/31/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.3,"Pct",2024,42,2024-10-14 00:00:00.000
"10/13/2024","10/19/2024","10/31/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5828,"Head",2024,42,2024-10-14 00:00:00.000
"10/13/2024","10/19/2024","10/31/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.5,"Pct",2024,42,2024-10-14 00:00:00.000
"10/13/2024","10/19/2024","10/31/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,42,2024-10-14 00:00:00.000
"10/13/2024","10/19/2024","10/31/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2539267,"Head",2024,42,2024-10-14 00:00:00.000
"10/06/2024","10/12/2024","10/24/2024 11:57:10","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5372,"Head",2024,41,2024-10-07 00:00:00.000
"10/06/2024","10/12/2024","10/24/2024 11:57:10","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,41,2024-10-07 00:00:00.000
"10/06/2024","10/12/2024","10/24/2024 11:57:10","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2520672,"Head",2024,41,2024-10-07 00:00:00.000
"10/06/2024","10/12/2024","10/24/2024 11:57:10","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",57022,"Head",2024,41,2024-10-07 00:00:00.000
"10/06/2024","10/12/2024","10/24/2024 11:57:10","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.2,"Pct",2024,41,2024-10-07 00:00:00.000
"10/06/2024","10/12/2024","10/24/2024 11:57:10","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.6,"Pct",2024,41,2024-10-07 00:00:00.000
"09/29/2024","10/05/2024","10/17/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5670,"Head",2024,40,2024-09-30 00:00:00.000
"09/29/2024","10/05/2024","10/17/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2540669,"Head",2024,40,2024-09-30 00:00:00.000
"09/29/2024","10/05/2024","10/17/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,40,2024-09-30 00:00:00.000
"09/29/2024","10/05/2024","10/17/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.5,"Pct",2024,40,2024-09-30 00:00:00.000
"09/29/2024","10/05/2024","10/17/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.3,"Pct",2024,40,2024-09-30 00:00:00.000
"09/29/2024","10/05/2024","10/17/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",60032,"Head",2024,40,2024-09-30 00:00:00.000
"09/22/2024","09/28/2024","10/10/2024 11:58:11","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.3,"Pct",2024,39,2024-09-23 00:00:00.000
"09/22/2024","09/28/2024","10/10/2024 11:58:11","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5790,"Head",2024,39,2024-09-23 00:00:00.000
"09/22/2024","09/28/2024","10/10/2024 11:58:11","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",58740,"Head",2024,39,2024-09-23 00:00:00.000
"09/22/2024","09/28/2024","10/10/2024 11:58:11","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2490551,"Head",2024,39,2024-09-23 00:00:00.000
"09/22/2024","09/28/2024","10/10/2024 11:58:11","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,39,2024-09-23 00:00:00.000
"09/22/2024","09/28/2024","10/10/2024 11:58:11","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.5,"Pct",2024,39,2024-09-23 00:00:00.000
"09/15/2024","09/21/2024","10/03/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2452443,"Head",2024,38,2024-09-16 00:00:00.000
"09/15/2024","09/21/2024","10/03/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5570,"Head",2024,38,2024-09-16 00:00:00.000
"09/15/2024","09/21/2024","10/03/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.4,"Pct",2024,38,2024-09-16 00:00:00.000
"09/15/2024","09/21/2024","10/03/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,38,2024-09-16 00:00:00.000
"09/15/2024","09/21/2024","10/03/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",59010,"Head",2024,38,2024-09-16 00:00:00.000
"09/15/2024","09/21/2024","10/03/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.3,"Pct",2024,38,2024-09-16 00:00:00.000
"09/08/2024","09/14/2024","09/26/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.4,"Pct",2024,37,2024-09-09 00:00:00.000
"09/08/2024","09/14/2024","09/26/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2509234,"Head",2024,37,2024-09-09 00:00:00.000
"09/08/2024","09/14/2024","09/26/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,37,2024-09-09 00:00:00.000
"09/08/2024","09/14/2024","09/26/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",6163,"Head",2024,37,2024-09-09 00:00:00.000
"09/08/2024","09/14/2024","09/26/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.4,"Pct",2024,37,2024-09-09 00:00:00.000
"09/08/2024","09/14/2024","09/26/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",61017,"Head",2024,37,2024-09-09 00:00:00.000
"09/01/2024","09/07/2024","09/19/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,36,2024-09-02 00:00:00.000
"09/01/2024","09/07/2024","09/19/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.2,"Pct",2024,36,2024-09-02 00:00:00.000
"09/01/2024","09/07/2024","09/19/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",52206,"Head",2024,36,2024-09-02 00:00:00.000
"09/01/2024","09/07/2024","09/19/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2273054,"Head",2024,36,2024-09-02 00:00:00.000
"09/01/2024","09/07/2024","09/19/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.6,"Pct",2024,36,2024-09-02 00:00:00.000
"09/01/2024","09/07/2024","09/19/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",4719,"Head",2024,36,2024-09-02 00:00:00.000
"08/25/2024","08/31/2024","09/12/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.5,"Pct",2024,35,2024-08-26 00:00:00.000
"08/25/2024","08/31/2024","09/12/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",55841,"Head",2024,35,2024-08-26 00:00:00.000
"08/25/2024","08/31/2024","09/12/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.3,"Pct",2024,35,2024-08-26 00:00:00.000
"08/25/2024","08/31/2024","09/12/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,35,2024-08-26 00:00:00.000
"08/25/2024","08/31/2024","09/12/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5541,"Head",2024,35,2024-08-26 00:00:00.000
"08/25/2024","08/31/2024","09/12/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2366266,"Head",2024,35,2024-08-26 00:00:00.000
"08/18/2024","08/24/2024","09/05/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",6182,"Head",2024,34,2024-08-19 00:00:00.000
"08/18/2024","08/24/2024","09/05/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.4,"Pct",2024,34,2024-08-19 00:00:00.000
"08/18/2024","08/24/2024","09/05/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2443101,"Head",2024,34,2024-08-19 00:00:00.000
"08/18/2024","08/24/2024","09/05/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",58163,"Head",2024,34,2024-08-19 00:00:00.000
"08/18/2024","08/24/2024","09/05/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.3,"Pct",2024,34,2024-08-19 00:00:00.000
"08/18/2024","08/24/2024","09/05/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,34,2024-08-19 00:00:00.000
"08/11/2024","08/17/2024","08/29/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.2,"Pct",2024,33,2024-08-12 00:00:00.000
"08/11/2024","08/17/2024","08/29/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2454957,"Head",2024,33,2024-08-12 00:00:00.000
"08/11/2024","08/17/2024","08/29/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5769,"Head",2024,33,2024-08-12 00:00:00.000
"08/11/2024","08/17/2024","08/29/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,33,2024-08-12 00:00:00.000
"08/11/2024","08/17/2024","08/29/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",54819,"Head",2024,33,2024-08-12 00:00:00.000
"08/11/2024","08/17/2024","08/29/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.6,"Pct",2024,33,2024-08-12 00:00:00.000
"08/04/2024","08/10/2024","08/22/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2315960,"Head",2024,32,2024-08-05 00:00:00.000
"08/04/2024","08/10/2024","08/22/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.3,"Pct",2024,32,2024-08-05 00:00:00.000
"08/04/2024","08/10/2024","08/22/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.4,"Pct",2024,32,2024-08-05 00:00:00.000
"08/04/2024","08/10/2024","08/22/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5719,"Head",2024,32,2024-08-05 00:00:00.000
"08/04/2024","08/10/2024","08/22/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",57741,"Head",2024,32,2024-08-05 00:00:00.000
"08/04/2024","08/10/2024","08/22/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,32,2024-08-05 00:00:00.000
"07/28/2024","08/03/2024","08/15/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.4,"Pct",2024,31,2024-07-29 00:00:00.000
"07/28/2024","08/03/2024","08/15/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.3,"Pct",2024,31,2024-07-29 00:00:00.000
"07/28/2024","08/03/2024","08/15/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",59235,"Head",2024,31,2024-07-29 00:00:00.000
"07/28/2024","08/03/2024","08/15/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2377749,"Head",2024,31,2024-07-29 00:00:00.000
"07/28/2024","08/03/2024","08/15/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,31,2024-07-29 00:00:00.000
"07/28/2024","08/03/2024","08/15/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5895,"Head",2024,31,2024-07-29 00:00:00.000
"07/21/2024","07/27/2024","08/08/2024 10:19:25","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",59508,"Head",2024,30,2024-07-22 00:00:00.000
"07/21/2024","07/27/2024","08/08/2024 10:19:25","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.4,"Pct",2024,30,2024-07-22 00:00:00.000
"07/21/2024","07/27/2024","08/08/2024 10:19:25","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5400,"Head",2024,30,2024-07-22 00:00:00.000
"07/21/2024","07/27/2024","08/08/2024 10:19:25","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,30,2024-07-22 00:00:00.000
"07/21/2024","07/27/2024","08/08/2024 10:19:25","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.3,"Pct",2024,30,2024-07-22 00:00:00.000
"07/21/2024","07/27/2024","08/08/2024 10:19:25","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2373991,"Head",2024,30,2024-07-22 00:00:00.000
"07/14/2024","07/20/2024","08/01/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5743,"Head",2024,29,2024-07-15 00:00:00.000
"07/14/2024","07/20/2024","08/01/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2308360,"Head",2024,29,2024-07-15 00:00:00.000
"07/14/2024","07/20/2024","08/01/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,29,2024-07-15 00:00:00.000
"07/14/2024","07/20/2024","08/01/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",59420,"Head",2024,29,2024-07-15 00:00:00.000
"07/14/2024","07/20/2024","08/01/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.5,"Pct",2024,29,2024-07-15 00:00:00.000
"07/14/2024","07/20/2024","08/01/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.3,"Pct",2024,29,2024-07-15 00:00:00.000
"07/07/2024","07/13/2024","07/25/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.3,"Pct",2024,28,2024-07-08 00:00:00.000
"07/07/2024","07/13/2024","07/25/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.6,"Pct",2024,28,2024-07-08 00:00:00.000
